2026/09/09 01:37:27.085, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.100, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.110, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.120, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.135, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.145, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.155, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.166, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.176, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.186, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.196, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.206, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.216, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.226, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.237, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.247, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.257, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.267, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.277, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.287, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.297, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.307, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.317, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.327, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.338, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.348, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.358, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.368, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.378, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.388, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.398, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.408, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.419, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.429, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.439, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.449, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.459, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.469, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.480, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.490, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.500, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.510, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.520, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.530, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.540, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.550, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.561, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.571, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.581, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.591, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.602, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.612, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.622, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.636, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.647, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.657, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.667, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.677, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.687, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.697, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.707, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.717, 2610, 8001, 24.12, 58
2026/09/09 01:37:27.728, 2610, 8001, 24.12, 58
